dataset_pid,has_funder_agency_ror_in_hdv,has_funderIdentifier_in_datacite,title,version_state,latest_version,first_version_created,major_version_publication_time,dataset_last_updated,file_count,citationText,dataverse_collection_alias,dataverse_name
doi:10.7910/DVN/QZNBDN,TRUE,,HVTN 304 primary manuscript (Vaccine),RELEASED,1.4,2026-03-16T20:46:01Z,2026-03-24T20:35:29Z,2026-06-02T20:53:48Z,15,"HIV Vaccine Trials Network Statistics and Data Management Center, 2026, ""HVTN 304 primary manuscript (Vaccine)"", https://doi.org/10.7910/DVN/QZNBDN, Harvard Dataverse, V1, UNF:6:AskuPOd5pvaNxUsjv9dHPg== [fileUNF]",hvtn304,HVTN 304 Dataverse
doi:10.7910/DVN/R4GZ7F,TRUE,,Pneumonia remains a leading public health problem among under-five children in peri-urban areas of north-eastern Ethiopia,RELEASED,1.1,2025-05-29T11:35:49Z,2025-05-29T12:07:57Z,2025-05-29T18:45:22Z,3,"Keleb, Awoke; Sisay, Tadesse; Gelaye, Kassahun Alemu; Ademas, Ayechew; Lingerew, Mistir; Kloos, Helmut; Mekonnen, Tefera Chane; Derso, Atimen; Adane (PhD), Metadel, 2025, ""Pneumonia remains a leading public health problem among under-five children in peri-urban areas of north-eastern Ethiopia"", https://doi.org/10.7910/DVN/R4GZ7F, Harvard Dataverse, V1, UNF:6:3ZmNHrEEb/lj2rLm8/KqRA== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/R4GZ7F,TRUE,,Pneumonia remains a leading public health problem among under-five children in peri-urban areas of north-eastern Ethiopia,DRAFT,DRAFT,2025-05-29T11:35:49Z,,2025-05-29T18:45:22Z,3,"Keleb, Awoke; Sisay, Tadesse; Gelaye, Kassahun Alemu; Ademas, Ayechew; Lingerew, Mistir; Kloos, Helmut; Mekonnen, Tefera Chane; Derso, Atimen; Adane (PhD), Metadel, 2025, ""Pneumonia remains a leading public health problem among under-five children in peri-urban areas of north-eastern Ethiopia"", https://doi.org/10.7910/DVN/R4GZ7F, Harvard Dataverse, DRAFT VERSION, UNF:6:3ZmNHrEEb/lj2rLm8/KqRA== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/R5GPSB,TRUE,,AID mediated tissue-specific MAD-1 degradation,DRAFT,DRAFT,2026-03-18T00:05:24Z,,2026-05-13T23:27:08Z,219,"Green, Rebecca, 2026, ""AID mediated tissue-specific MAD-1 degradation"", https://doi.org/10.7910/DVN/R5GPSB, Harvard Dataverse, DRAFT VERSION",regreen,Rebecca Green Dataverse
doi:10.7910/DVN/R5QGE3,TRUE,,How has the private sector for antimalarials and malaria testing changed in Benin? Trends from the ACTwatch Lite market study 2016 to 2023.,RELEASED,2.1,2025-05-14T18:50:28Z,2026-01-27T16:56:34Z,2026-02-05T17:27:09Z,6,"Accrombessi, Manfred; Zinsou, Cyprien; Woolheater, Katelyn; Guedegbe, Ghyslain; Wang, Erica; Affoukou, Cyriaque; Chabi, Yossounon; Satchivi, Jocelyne; Hurley, Catharine; Poyer, Stephen; Bouanchaud, Paul, 2025, ""How has the private sector for antimalarials and malaria testing changed in Benin? Trends from the ACTwatch Lite market study 2016 to 2023."", https://doi.org/10.7910/DVN/R5QGE3, Harvard Dataverse, V2, UNF:6:p0B1Dg+pebORIr0IOJwY7A== [fileUNF]",PSI-WestCentralAfrica,PSI - West and Central Africa Dataverse
doi:10.7910/DVN/RHEK6T,TRUE,,"Guatemalan cardamom production: Soil, leaf, and yield data 2019-2020",RELEASED,1.2,2025-10-16T15:47:46Z,2025-10-16T15:56:26Z,2025-11-18T10:43:51Z,2,"Alonzo-Flores, Isabel; Arevalo-Rodriguez, Luis Andres; Binder, Jonathan Michael; Leubner, Gerhard; Cifuentes, Rolando, 2025, ""Guatemalan cardamom production: Soil, leaf, and yield data 2019-2020"", https://doi.org/10.7910/DVN/RHEK6T, Harvard Dataverse, V1, UNF:6:JOcBPQjq8QWfOD47URjbvQ== [fileUNF]",jonathanbinder,Jonathan Binder Dataverse
doi:10.7910/DVN/RJMJZD,TRUE,,Dataset on heritage speech and the Obligatory Contour Principle,RELEASED,1,2025-11-01T14:02:53Z,2025-11-01T14:10:49Z,2025-11-01T14:10:49Z,2,"Blum, Mirella, 2025, ""Dataset on heritage speech and the Obligatory Contour Principle"", https://doi.org/10.7910/DVN/RJMJZD, Harvard Dataverse, V1",dinka,Data on the Dinka language
doi:10.7910/DVN/RQ4CMV,TRUE,,Replication Data for Disaggregating Defection: Dissent Campaign Strategies and Security Force Disloyalty,RELEASED,1.1,2025-05-22T14:52:58Z,2025-05-22T14:53:51Z,2025-05-27T07:18:24Z,3,"Dahl, Marianne; Rivera Celestino, Mauricio; Gates, Scott, 2025, ""Replication Data for Disaggregating Defection: Dissent Campaign Strategies and Security Force Disloyalty"", https://doi.org/10.7910/DVN/RQ4CMV, Harvard Dataverse, V1, UNF:6:e0p5yyw8udgIoBdDKqcyfA== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/RSZAEU,TRUE,,Spinal cord fMRI data: 7T data processed with NORDIC denoising,RELEASED,1.1,2026-03-03T13:00:15Z,2026-03-04T02:54:20Z,2026-04-09T14:06:27Z,25,"Rangaprakash, D; Barry, Robert, 2026, ""Spinal cord fMRI data: 7T data processed with NORDIC denoising"", https://doi.org/10.7910/DVN/RSZAEU, Harvard Dataverse, V1",spinalcordfmriBSL,Spinal cord functional MRI data acquired in 3T and 7T scanners in healthy individuals
doi:10.7910/DVN/RXNSMD,TRUE,,Replication Data for: Beyond Winners and Losers: Trust and the Occurrence of Elections in a Quasi-Experimental Setting,RELEASED,1,2025-11-27T03:31:43Z,2026-06-26T03:16:39Z,2026-06-26T03:16:39Z,3,"Sunahara, Yosuke, 2026, ""Replication Data for: Beyond Winners and Losers: Trust and the Occurrence of Elections in a Quasi-Experimental Setting"", https://doi.org/10.7910/DVN/RXNSMD, Harvard Dataverse, V1, UNF:6:5I94eeTdsEvwWu/eVCQCnA== [fileUNF]",sunaharay,Project Dataverse
doi:10.7910/DVN/S06N64,TRUE,,HVTN 805 Study Design Manuscript (J Int AIDS Soc . 2025),RELEASED,3.2,2025-07-08T20:33:37Z,2025-12-09T20:40:30Z,2026-06-02T20:55:14Z,9,"HIV Vaccine Trials Network Statistics and Data Management Center, 2025, ""HVTN 805 Study Design Manuscript (J Int AIDS Soc . 2025)"", https://doi.org/10.7910/DVN/S06N64, Harvard Dataverse, V3, UNF:6:jSZSD/Ru3VBOYeiAwSn+CA== [fileUNF]",hvtn805-hptn093,HVTN 805/HPTN093 Dataverse
doi:10.7910/DVN/S64HZH,TRUE,,"Replication Data for: Presidents, Commissioners, and Time Pressure: A Mixed-Methods Analysis of Migration Communication by the European Commission",DRAFT,DRAFT,2025-10-07T08:46:40Z,,2025-10-07T08:55:03Z,19,"Triculescu, Radu-Mihai; Röth, Leonce; Ivanusch, Christoph; Klaus Goetz, 2025, ""Replication Data for: Presidents, Commissioners, and Time Pressure: A Mixed-Methods Analysis of Migration Communication by the European Commission"", https://doi.org/10.7910/DVN/S64HZH, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/SAGXAT,TRUE,,"A5257: Efficacy and Tolerability of 3 Nonnucleoside Reverse Transcriptase Inhibitor–Sparing Antiretroviral Regimens for Treatment-Naive Volunteers Infected With HIV-1: A Randomized, Controlled Equivalence Trial",RELEASED,5.1,2025-01-27T16:17:07Z,2026-02-09T19:09:49Z,2026-03-18T15:25:58Z,10,"ACTG Statistical and Data Analysis Center, 2025, ""A5257: Efficacy and Tolerability of 3 Nonnucleoside Reverse Transcriptase Inhibitor–Sparing Antiretroviral Regimens for Treatment-Naive Volunteers Infected With HIV-1: A Randomized, Controlled Equivalence Trial"", https://doi.org/10.7910/DVN/SAGXAT, Harvard Dataverse, V5, UNF:6:qTZ1HZlInzLF1wVeJL18eg== [fileUNF]",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/SEANTX,TRUE,,"Replication data for Bootleggers, Baptists and Policymakers: Domestic Discourse Coalitions in EU-Mercosur Negotiations",RELEASED,1.2,2025-06-05T14:08:38Z,2025-06-05T14:20:13Z,2025-10-14T17:20:28Z,95,"Hamilton, Scott Michael; De Bièvre, Dirk, 2025, ""Replication data for Bootleggers, Baptists and Policymakers: Domestic Discourse Coalitions in EU-Mercosur Negotiations"", https://doi.org/10.7910/DVN/SEANTX, Harvard Dataverse, V1, UNF:6:zEtvmb8/WhBZMqPWzRiJQA== [fileUNF]",smhdataverse,Scott Michael Hamilton Dataverse
doi:10.7910/DVN/SFGXCE,TRUE,,SELEVER study: First follow-up survey,RELEASED,1.1,2025-02-24T18:38:38Z,2025-03-21T21:51:59Z,2025-07-01T15:16:55Z,133,"International Food Policy Research Institute (IFPRI), 2025, ""SELEVER study: First follow-up survey"", https://doi.org/10.7910/DVN/SFGXCE, Harvard Dataverse, V1, UNF:6:qJ288bN21f5T/tbZA17zCA== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/SIOYVD,TRUE,,Replication Data for: Determinants of Market Income Inequality: Accounting for Model Uncertainty and Reverse Causality,RELEASED,1.1,2025-11-20T12:20:12Z,2025-11-20T21:02:31Z,2026-03-27T05:13:41Z,1,"Beck, Krzysztof; Bartak, Jakub, 2025, ""Replication Data for: Determinants of Market Income Inequality: Accounting for Model Uncertainty and Reverse Causality"", https://doi.org/10.7910/DVN/SIOYVD, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/SKCJKQ,TRUE,,"Data for: ""Economic Crisis Contagion in the Eurozone: Results from Cross-Quantilogram and Network""",DRAFT,DRAFT,2025-01-23T09:45:13Z,,2026-05-05T20:06:35Z,1,"Beck, Krzysztof, 2025, ""Data for: ""Economic Crisis Contagion in the Eurozone: Results from Cross-Quantilogram and Network"""", https://doi.org/10.7910/DVN/SKCJKQ, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/SUAEDV,TRUE,,A5288: Management Using the Latest Technologies in Resource-Limited Settings to Optimize Combination Therapy after Viral Failure - Lancet HIV 2019 publication,RELEASED,4.1,2025-09-26T15:30:35Z,2026-02-09T18:23:32Z,2026-03-18T16:29:36Z,9,"ACTG Statistical and Data Analysis Center, 2025, ""A5288: Management Using the Latest Technologies in Resource-Limited Settings to Optimize Combination Therapy after Viral Failure - Lancet HIV 2019 publication"", https://doi.org/10.7910/DVN/SUAEDV, Harvard Dataverse, V4",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/SWTACT,TRUE,,AI Feedback Enhances Community-Based Content Moderation through Engagement with Counterarguments,RELEASED,1,2025-05-30T15:08:38Z,2025-07-09T21:46:41Z,2025-07-09T21:46:41Z,5,"Mohammadi, Saeedeh; Yasseri, Taha, 2025, ""AI Feedback Enhances Community-Based Content Moderation through Engagement with Counterarguments"", https://doi.org/10.7910/DVN/SWTACT, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/SXTMAX,TRUE,,2023 Social Accounting Matrix for Indonesia,RELEASED,1,2025-08-25T16:29:16Z,2025-09-25T19:34:06Z,2025-09-25T19:34:06Z,3,"International Food Policy Research Institute (IFPRI), 2025, ""2023 Social Accounting Matrix for Indonesia"", https://doi.org/10.7910/DVN/SXTMAX, Harvard Dataverse, V1, UNF:6:b/W1Ac5K1OwOblCI/MEhWQ== [fileUNF]",sam,Nexus SAM
doi:10.7910/DVN/SZ5SYI,TRUE,,A5379: B-ENHANCEMENT OF HBV VACCINATION IN PERSONS LIVING WITH HIV (BEe-HIVe): Evaluation of HEPLISAV-B,RELEASED,1,2025-12-05T17:58:37Z,2026-08-31T19:58:52Z,2026-08-31T19:58:52Z,10,"ACTG Statistical and Data Analysis Center, 2026, ""A5379: B-ENHANCEMENT OF HBV VACCINATION IN PERSONS LIVING WITH HIV (BEe-HIVe): Evaluation of HEPLISAV-B"", https://doi.org/10.7910/DVN/SZ5SYI, Harvard Dataverse, V1",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/T0ROFR,TRUE,,A5263: A Randomized Comparison of Three Regimens of Chemotherapy with Compatible Antiretroviral Therapy for Treatment of Advanced AIDS-KS in Resource-Limited Settings,RELEASED,2.1,2025-09-26T13:54:54Z,2026-02-09T18:43:21Z,2026-03-18T16:20:51Z,9,"ACTG Statistical and Data Analysis Center, 2025, ""A5263: A Randomized Comparison of Three Regimens of Chemotherapy with Compatible Antiretroviral Therapy for Treatment of Advanced AIDS-KS in Resource-Limited Settings"", https://doi.org/10.7910/DVN/T0ROFR, Harvard Dataverse, V2",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/T7BZ5I,TRUE,,CFP - Comparative Far-Right Protest database,RELEASED,2,2026-03-27T14:29:25Z,2026-03-30T16:30:42Z,2026-03-30T16:30:42Z,3,"Castelli Gattinara, Pietro; Segers, Iris Beau; Froio, Caterina; Jupskås, Anders Ravik; Pirro, Andrea L. P., 2026, ""CFP - Comparative Far-Right Protest database"", https://doi.org/10.7910/DVN/T7BZ5I, Harvard Dataverse, V2",harvard,Harvard Dataverse
doi:10.7910/DVN/THC08J,TRUE,,Simulated Future Climates for Ethiopia Using MIT-IGSM HFDs Based on CMIP5,RELEASED,1.3,2024-08-07T15:56:09Z,2025-01-23T02:38:50Z,2025-10-08T18:56:11Z,47,"International Food Policy Research Institute (IFPRI); Massachusetts Institute of Technology (MIT), 2024, ""Simulated Future Climates for Ethiopia Using MIT-IGSM HFDs Based on CMIP5"", https://doi.org/10.7910/DVN/THC08J, Harvard Dataverse, V1, UNF:6:1PvCSMSNtG6K3ib3/yUQVg== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/TLKOJT,TRUE,,Replication Data for: Atomic-optical interferometry in fractured loops: a general solution for Rydberg radio frequency receivers,RELEASED,1.1,2024-12-06T15:02:31Z,2024-12-10T12:56:43Z,2025-07-11T11:34:01Z,11,"Kasza, Bartosz; Borówka, Sebastian; Parniak, Michał; Wasilewski, Wojciech, 2024, ""Replication Data for: Atomic-optical interferometry in fractured loops: a general solution for Rydberg radio frequency receivers"", https://doi.org/10.7910/DVN/TLKOJT, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/TSBNAA,TRUE,,"3D Point Cloud Data from surface measurements of laminates manufactured with laser-assisted, thermoplastic automated tape placement",RELEASED,1.1,2025-06-27T12:15:47Z,2025-06-27T12:22:46Z,2025-06-27T12:36:58Z,237,"Peitz, Alexander, 2025, ""3D Point Cloud Data from surface measurements of laminates manufactured with laser-assisted, thermoplastic automated tape placement"", https://doi.org/10.7910/DVN/TSBNAA, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/TUSJYB,TRUE,,pre-formulation tests on fast disintegrating tablets(FDT),RELEASED,5,2023-02-13T08:18:02Z,2025-06-10T10:04:20Z,2025-06-10T10:04:20Z,11,"Momeni, Mehri, 2023, ""pre-formulation tests on fast disintegrating tablets(FDT)"", https://doi.org/10.7910/DVN/TUSJYB, Harvard Dataverse, V5, UNF:6:bDtM0iTKFOOyJ3U0ttMgMA== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/TUUHGV,TRUE,,"Partisan Bias or Indifference? Panel Survey, Wave 3",RELEASED,2.1,2024-08-09T18:24:31Z,2026-05-19T12:57:28Z,2026-07-09T12:41:42Z,2,"Stanley, Ben, 2024, ""Partisan Bias or Indifference? Panel Survey, Wave 3"", https://doi.org/10.7910/DVN/TUUHGV, Harvard Dataverse, V2, UNF:6:vz7DKAbqMU31D8K/r+Z45A== [fileUNF]",partisanbias,Partisan Bias or Indifference?
doi:10.7910/DVN/TYYERX,TRUE,,ParlaIbero-CO: Parliamentary Speeches from Colombia (2000-2025),RELEASED,2,2026-08-18T13:56:59Z,2026-09-07T13:30:32Z,2026-09-07T13:30:32Z,17,"Rodrigues-Silveira, Rodrigo, 2026, ""ParlaIbero-CO: Parliamentary Speeches from Colombia (2000-2025)"", https://doi.org/10.7910/DVN/TYYERX, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/TZXDMF,TRUE,,"Myanmar Agricultural Performance Survey (MAPS), Round 8",RELEASED,1,2026-06-09T20:06:31Z,2026-06-29T21:07:27Z,2026-06-29T21:07:27Z,3,"International Food Policy Research Institute (IFPRI), 2026, ""Myanmar Agricultural Performance Survey (MAPS), Round 8"", https://doi.org/10.7910/DVN/TZXDMF, Harvard Dataverse, V1, UNF:6:rNu4w9mZBsb9wf+JAbUqZQ== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/U8R8X2,TRUE,,Half-month aggregated number of inflorescences of 6 accessions of the oilseed palm Acrocomia,DRAFT,DRAFT,2025-12-24T09:57:01Z,,2026-05-16T12:24:39Z,1,"Meyer, Catherine, 2026, ""Half-month aggregated number of inflorescences of 6 accessions of the oilseed palm Acrocomia"", https://doi.org/10.7910/DVN/U8R8X2, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/U9RYXV,TRUE,,HVTN140/HPTN101 Safety and Pharmacokinetics Manuscript,RELEASED,1.2,2025-12-04T19:45:34Z,2026-05-19T17:08:24Z,2026-06-02T20:52:52Z,8,"HIV Vaccine Trials Network Statistics and Data Management Center, 2026, ""HVTN140/HPTN101 Safety and Pharmacokinetics Manuscript"", https://doi.org/10.7910/DVN/U9RYXV, Harvard Dataverse, V1, UNF:6:GsU9MOkT+vPmj0mfq0CWPQ== [fileUNF]",hvtn140-hptn101,HVTN140/HPTN101 Dataverse
doi:10.7910/DVN/UDQT6E,TRUE,,Replication Data for: Countering Underproduction of Information Public Goods,RELEASED,2.2,2023-09-01T21:58:49Z,2024-06-03T01:36:26Z,2026-07-18T00:46:57Z,4,"Champion, Kaylea; Hill, Benjamin Mako, 2024, ""Replication Data for: Countering Underproduction of Information Public Goods"", https://doi.org/10.7910/DVN/UDQT6E, Harvard Dataverse, V2",harvard,Harvard Dataverse
doi:10.7910/DVN/UJLXG8,TRUE,,HVTN 135 immunogenicity manuscript,DRAFT,DRAFT,2026-05-15T21:19:10Z,,2026-05-15T21:38:32Z,11,"HIV Vaccine Trials Network Statistics and Data Management Center, 2026, ""HVTN 135 immunogenicity manuscript"", https://doi.org/10.7910/DVN/UJLXG8, Harvard Dataverse, DRAFT VERSION, UNF:6:h+sfqt5zdvfum3uCWO0J9Q== [fileUNF]",hvtn135,HVTN 135 Dataverse
doi:10.7910/DVN/UOYNBB,TRUE,,Supplemental Figure S1 for Endothelial-Derived Extracellular Vesicles Impair Human Pulmonary Microvascular Cell Function in an In-Vitro Model of Sepsis-Induced Acute Lung Injury,RELEASED,1.1,2026-06-11T20:32:07Z,2026-06-15T16:10:23Z,2026-06-16T11:13:36Z,4,"Cohen, Maya; Haigis, Liana; Blum, Rebecca; Sherman-Roe, Allyson; Perreira, Mandy; Chichger, Havovi; Ventetuolo, Corey; Liang, Olin; Harrington, Elizabeth, 2026, ""Supplemental Figure S1 for Endothelial-Derived Extracellular Vesicles Impair Human Pulmonary Microvascular Cell Function in an In-Vitro Model of Sepsis-Induced Acute Lung Injury"", https://doi.org/10.7910/DVN/UOYNBB, Harvard Dataverse, V1, UNF:6:9dQEUXTNUURiiO3tAscGqg== [fileUNF]",brown,Brown University Dataverse
doi:10.7910/DVN/UZLAAU,TRUE,,"Replication Data and Code for: ""Temporal and Semantic Patterns of Wikipedia's Biographical Network""",RELEASED,1.1,2026-03-24T14:34:47Z,2026-03-24T16:03:05Z,2026-03-25T16:25:12Z,36,"Agapitos, Paschalis; Juan Luis Suarez; Schwartz, Gustavo Ariel, 2026, ""Replication Data and Code for: ""Temporal and Semantic Patterns of Wikipedia's Biographical Network"""", https://doi.org/10.7910/DVN/UZLAAU, Harvard Dataverse, V1",temp_sem_biowiki,"Replication Data and Code for the article ""Temporal and Semantic Patterns in Wikipedia's Biographical Network"""
doi:10.7910/DVN/VOECQK,TRUE,,Ancient Book Crafts - ABC,DRAFT,DRAFT,2026-02-18T19:36:34Z,,2026-05-19T13:53:54Z,11,"Layton, Patrick Conrad, 2026, ""Ancient Book Crafts - ABC"", https://doi.org/10.7910/DVN/VOECQK, Harvard Dataverse, DRAFT VERSION",AkbildABC,Ancient Book Crafts Dataverse
doi:10.7910/DVN/VPUYVE,TRUE,,"Dataset: High speed and time lapse imaging of bloodstain formation across impact, surface, and blood conditions",DRAFT,DRAFT,2023-12-22T20:52:31Z,,2026-04-15T19:35:09Z,0,"Lee, Garam; Attinger, Daniel; Ken Martin; Bird, James, 2026, ""Dataset: High speed and time lapse imaging of bloodstain formation across impact, surface, and blood conditions"", https://doi.org/10.7910/DVN/VPUYVE, Harvard Dataverse, DRAFT VERSION",harvard,Harvard Dataverse
doi:10.7910/DVN/VRPUFU,TRUE,,ParlaIbero-PT: Parliamentary Speeches from Portugal (1976-2025),RELEASED,2,2026-08-18T13:57:09Z,2026-09-07T13:18:37Z,2026-09-07T13:18:37Z,17,"Rodrigues-Silveira, Rodrigo, 2026, ""ParlaIbero-PT: Parliamentary Speeches from Portugal (1976-2025)"", https://doi.org/10.7910/DVN/VRPUFU, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/VTXNW3,TRUE,,ParlaIbero-BR: Parliamentary Speeches from Brazil (2003-2025),RELEASED,2,2026-08-18T13:56:57Z,2026-09-07T13:13:35Z,2026-09-07T13:13:35Z,17,"Rodrigues-Silveira, Rodrigo, 2026, ""ParlaIbero-BR: Parliamentary Speeches from Brazil (2003-2025)"", https://doi.org/10.7910/DVN/VTXNW3, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/VXFXQC,TRUE,,A5241: The Optimized Treatment that Includes or Omits NRTIs (OPTIONS) Trial: A Randomized Strategy Study for HIV-1-Infected Treatment-Experienced Subjects Using the cPSS to Select an Effective Regimen,RELEASED,3,2025-09-26T15:24:37Z,2026-05-12T00:16:15Z,2026-05-12T00:16:15Z,1,"ACTG Statistical and Data Analysis Center, 2025, ""A5241: The Optimized Treatment that Includes or Omits NRTIs (OPTIONS) Trial: A Randomized Strategy Study for HIV-1-Infected Treatment-Experienced Subjects Using the cPSS to Select an Effective Regimen"", https://doi.org/10.7910/DVN/VXFXQC, Harvard Dataverse, V3",ACTG,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections 
doi:10.7910/DVN/W04UJZ,TRUE,,Appendix A-Thematic Matrix: Pressure-Driven Frugal Transformation: Toward an Integrative Understanding of  Rural SMEs DT,RELEASED,3,2025-09-23T20:25:05Z,2025-10-03T14:50:27Z,2025-10-03T14:50:27Z,1,"Grewal, Sunny; Kidney, Etain; Kenny, Patrick, 2025, ""Appendix A-Thematic Matrix: Pressure-Driven Frugal Transformation: Toward an Integrative Understanding of Rural SMEs DT"", https://doi.org/10.7910/DVN/W04UJZ, Harvard Dataverse, V3",harvard,Harvard Dataverse
doi:10.7910/DVN/W0VBIG,TRUE,,Time Use among Adolescents in a South Indian city,RELEASED,1,2025-11-27T09:36:16Z,2026-01-13T16:53:56Z,2026-01-13T16:53:56Z,3,"Argeseanu, Solveig; Shailaja A. Patil, 2026, ""Time Use among Adolescents in a South Indian city"", https://doi.org/10.7910/DVN/W0VBIG, Harvard Dataverse, V1, UNF:6:D253OsBvnJM4J2SdQ3poZQ== [fileUNF]",harvard,Harvard Dataverse
doi:10.7910/DVN/W6UAHQ,TRUE,,ParlaIbero-CR: Parliamentary Speeches from Costa Rica (1994-2025),RELEASED,2,2026-08-18T13:57:01Z,2026-09-07T13:29:26Z,2026-09-07T13:29:26Z,17,"Rodrigues-Silveira, Rodrigo; Gómez-Campos, Steffan, 2026, ""ParlaIbero-CR: Parliamentary Speeches from Costa Rica (1994-2025)"", https://doi.org/10.7910/DVN/W6UAHQ, Harvard Dataverse, V2",parlaibero,"ParlaIbero: Parliamentary Speeches from Latin America, Portugal and Spain"
doi:10.7910/DVN/W7XZXB,TRUE,,Replication Data for: Continuous wideband microwave-to-optical converter based on room-temperature Rydberg atoms,RELEASED,1.3,2023-02-15T18:26:24Z,2023-02-16T15:53:08Z,2025-07-11T11:39:03Z,6,"Borówka, Sebastian; Pylypenko, Uliana; Mazelanik, Mateusz; Parniak, Michał, 2023, ""Replication Data for: Continuous wideband microwave-to-optical converter based on room-temperature Rydberg atoms"", https://doi.org/10.7910/DVN/W7XZXB, Harvard Dataverse, V1",harvard,Harvard Dataverse
doi:10.7910/DVN/WCOYGW,TRUE,,"Replication Data for ""COVID-19 and Rural Livelihoods: Lessons from a Longer-Term Assessment in Guatemala""",RELEASED,1.1,2025-07-22T03:55:29Z,2025-09-09T02:47:58Z,2025-10-08T18:29:35Z,4,"International Food Policy Research Institute (IFPRI), 2025, ""Replication Data for ""COVID-19 and Rural Livelihoods: Lessons from a Longer-Term Assessment in Guatemala"""", https://doi.org/10.7910/DVN/WCOYGW, Harvard Dataverse, V1, UNF:6:XrX6VPXgSfIlaWur+4goQA== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/WEJPUF,TRUE,,HVTN703/HPTN081 + HVTN704/HPTN085 Extended in vivo activity of VRC01,RELEASED,1.2,2026-08-12T16:42:58Z,2026-08-14T17:34:55Z,2026-08-14T17:56:27Z,27,"HIV Vaccine Trials Network Statistics and Data Management Center, 2026, ""HVTN703/HPTN081 + HVTN704/HPTN085 Extended in vivo activity of VRC01"", https://doi.org/10.7910/DVN/WEJPUF, Harvard Dataverse, V1, UNF:6:g55n63+XucHEl0kHFaK6fw== [fileUNF]",amptrials,HVTN703/HPTN081 + HVTN704/HPTN085 AMP Trials Dataverse
doi:10.7910/DVN/WENTBH,TRUE,,Replication Materials for: Engineering Formality and Software Risk in Debian Python Packages,RELEASED,1.1,2024-01-10T03:21:12Z,2024-01-10T13:00:25Z,2026-07-20T03:12:13Z,3,"Gaughan, Matthew; Champion, Kaylea; Hwang, Sohyeon, 2024, ""Replication Materials for: Engineering Formality and Software Risk in Debian Python Packages"", https://doi.org/10.7910/DVN/WENTBH, Harvard Dataverse, V1, UNF:6:A8MV1fxlZnJtlKI3DnGaRg== [fileUNF]",communitydata,Community Data Science Collective Dataverse
doi:10.7910/DVN/WIZ1PY,TRUE,,"Replication Data for “Assessing Multicountry Programs Through a “Reach, Benefit, Empower, Transform” Lens”",RELEASED,1.2,2025-09-18T14:30:34Z,2026-01-06T16:52:59Z,2026-01-12T22:29:05Z,40,"International Food Policy Research Institute (IFPRI), 2025, ""Replication Data for “Assessing Multicountry Programs Through a “Reach, Benefit, Empower, Transform” Lens”"", https://doi.org/10.7910/DVN/WIZ1PY, Harvard Dataverse, V1, UNF:6:jiqnPYw8wy51tZIRblYJpQ== [fileUNF]",IFPRI,IFPRI Dataverse
doi:10.7910/DVN/WQXUQW,TRUE,,2023 Social Accounting Matrix for Philippines,RELEASED,1,2025-08-25T16:29:19Z,2025-09-25T19:34:53Z,2025-09-25T19:34:53Z,3,"International Food Policy Research Institute (IFPRI), 2025, ""2023 Social Accounting Matrix for Philippines"", https://doi.org/10.7910/DVN/WQXUQW, Harvard Dataverse, V1, UNF:6:r7ideASN7R3W814/o/u94g== [fileUNF]",sam,Nexus SAM
