datasetVersionId,persistentUrl,persistent_id,dsDescriptionValue,dsDescriptionDate
3709,https://hdl.handle.net/1902.29/CD-0013,,"<p>The Statistical Abstract is the Nation's best known and most popular single source of statistics on the social, political, and economic organization of the country. The print version of this reference source has been published since 1878 while the compact disc version first appeared in 1993. This disc is designed to serve as a convenient, easy-to-use statistical reference source and guide to statistical publications and sources. The disc contains over 1,400 tables from over 250 different gove
rnmental, private, and international organizations. The 1998 Statistical Abstract on CD-ROM, like the book, is a statistical reference and guide to over 250 statistical publications and sources from government and private organizations. This compact disc (CD) has 1,500 tables and charts from over 250 sources. Text and tables can be viewed or searched with the software. Tables and charts cover these subjects in 31 sections and 2 appendices: Population, Vital Statistics, Health and Nutrition, Education, Law Enforcement, Courts and Prisons, Geography and Environment, Parks, Recreation and Travel, Elections, State and Local Government, Finances and Employment, Federal Government, Finances and Employment, National Defense and Veterans Affairs, Social Insurance and Human Services, Labor Force, Employment and Earnings, Income, Expenditure and Wealth, Prices, Banking, Finance and Insurance, Business Enterprise, Communications, Energy, Science, Transportation -- Land, Transportation -- Air and Water, Agriculture, Forests and Fisheries, Mining and Mineral Products, Construction and Housing, Manufactures, Domestic Trade and Services, Foreign Commerce and Aid, Outlying Areas, Comparative International Statistics, State Rankings, Population of MSAs, Congressional District Profiles. There are changes this year in both the content of the information on the disc and software used for accessing and installing the information. As usual, updates have been made to most of the more than 1,500 tables and charts that were on the previous disc with new or more recent data. The spreadsheet files which are available in both the Excel or Lotus formats for these ta
bles will usually have more information than displayed in the book or Adobe Acrobat files. There are also 93 new tables on such subjects as family planning, women's health, persons with disabilities, health insurance coverage, ambulatory surgery, school violence, household use of public libraries, public library of the Internet, toxic chemical releases, leisure activity, NCAA sports and high school athletic programs, voter registration, licensed child care centers, foster care, home-based businesses, employee benefits, home equity debt, use of debit credit cards, alcohol-related fatal accidents, computer shipments, and foreign stock market indices. See Appendix V on the disc for a complete list of the new tables presented. In the software area, a new opening screen using the DemoShield software has been added. This provide better access to the electronic version of the booklet which is available from the opening screen, the new tutorial step the user through the principal ways to search for information on this disc and other related helpful information. It will also facilitate the installation process for the Adobe Acrobat Reader, the new Microsoft Excel Viewer, and QuickTime for viewing movies. The Adobe Acrobat Reader and Search engine, version 3.01, is on the disc. The Acrobat Reader allows users to view, navigate, search, and print on demand any of the pages from the book.
</p><p>Note to Users: This CD is part of a collection located in the Data Archive of the Odum Institute for Research in Social Science, at the University of North Carolina at Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check the CDs out subscribing to the honor system. Items can be checked out for a period of two weeks. Loan forms are located adjacent to the collection.</p>",
3194,https://hdl.handle.net/1902.29/H-932010,,"<p>This survey focuses on health care and related concerns on the future of health costs, benefits, and health insurance. There were two adult samples: the first was an initial survey and the second was taken following the Presidential announcement on health care reform. Variables included respondent's health status, access to Doctors, insurance coverage, managed care, insurance through employment, reform options, and political activism.</p>",
4607,https://hdl.handle.net/1902.29/D-33556,,"<p>This survey focuses on respondent satisfaction with national and state governance, especially regarding economic conditions. Focuses on issues surrounding the HOPE scholarship program and the fees and tuition of intitutions of higher education. Also addresses health of the respondent, including number of doctor visits, eating habits, and exercise routine. Also addresses opinions related to the changing of the georgia state flag. Maintains inquiries into political preferences, economic status,
racial and religious self-identification, and standard demographics.
</p>",
5357,https://hdl.handle.net/1902.29/11890,,"This 90-item instrument evaluates a broad range of psychological symptoms by having participants report the extent to which they have been bothered by eac
h symptom on a 5-category scale (not at all, a little bit, moderately, quite a bit, extremely). The SCL-90R provides measures of psychological distress across the following 9 subscales: Somatization, Obsessive-Compulsive, Interpersonal Sensitivity, Depression, Anxiety, Hostility, Phobic Anxiety, Paranoid Ideation, and Psychoticism.
<sup>[1]</sup> It also yields 3 Global Indices: the Global Severity Index (GSI), the Positive Symptom Distress Index (PSDI), and Positive Symptom Total (PST). This instrument has demonstrated good internal consistency (Cronbachâ's alpha for subscales ranging from .77 to .90) and test-retest reliability, which ranged from .78 to .90.<sup>[1]</sup>  <br/><br/> [1] Derogatis L: The SCL-90-R: Administration, scoring and procedures manual. Minneapolis, MN, National Computer Systems, Inc, 1994",
1184,https://doi.org/10.15139/S3/11920,,"The National Longitudinal Study of Adolescent to Adult Health (Add Health) is a longitudinal study of a nationally representative sample of adolescents in grades 7-12 in the United States during the 1994-95 school year. The Add Health cohort has been followed into young adulthood with four in-home interviews, the most recent in 2008, when the sample was aged 24-32*. Add Health combines longitudinal survey data on respondents’ social, economic, psychological and physical well-being with contextual data on the family, neighborhood, community, school, friendships, peer groups, and romantic relationships, providing unique opportunities to study how social environments and behaviors in adolescence are linked to health and achievement outcomes in young adulthood. The fourth wave of interviews expanded the collection of biological data in Add Health to understand the social, behavioral, and biological linkages in health trajectories as the Add Health cohort ages through adulthood.
<br/><br/> <b>Wave IV</b> <br/> Wave  IV was designed to study the developmental and health trajectories across the life course of adolescence into young adulthood.  Taking place in 2008, approximately 92.5% of the original Wave I respondents were located and 80.3% of eligible cases were interviewed.  The Wave IV public-use file contains data on 5,114 respondents, aged 24 to 32*.  In Wave IV, biological data was also gathered in an attempt to acquire a greater understanding of predisease pathway
s, with a specific focus on obesity, stress, and health risk behavior.
<br/><br/> The Wave IV dataset includes the following data files: <ul> <li>Wave IV In-home Interview File: variables from the in-home interview, including anthropometric measures</li> <li>Relationship Data</li> <li>Pregnancy Table File</li> <li>Live Births File</li> <li>Children and Parenting File</li> <li>Wave IV Weights</li> <li>Wave IV Public Use Biomarkers, Glucose Data</li> <li>Wave IV Public Use Biomarkers, Measures of EBV and hsCRP</li> <li>Wave IV Public Use Biomarkers, Lipids Data</li>
</ul> <br/> *17 respondents in the Wave IV public use sample were 33 years old at the time of the interview",
2789,https://hdl.handle.net/1902.29/H-822117,,"<p>This omnibus survey focuses on Ronald Reagan's presidency</p><p>Additional variables include the president's economic policies, his job rating, the future of the economy, Democratic Presidential nomination, Walter Mondale, charges made against the Reagan Administration, the death penalty, consumer movement, the presidential campaign 1984</p>",
4784,https://hdl.handle.net/1902.29/D-31483,,"<p>This study examined the political and economic situation in Lima, Peru. Issues addressed include main problems in Lima, the economic situation of the family and how it has changed in the past six months, current events in Peru, upcoming presidential elections, the 'Electoral Pact', perception of economic development, end of year expectations and privatization of state enterprises. Demographic data gathered include sex, education, past voting behavior, household composition, and ownership of l
uxury items.</p>",
4383,https://hdl.handle.net/1902.29/D-31079,,"<p>This statewide survey asked questions on issues related to the 1988 presidential and Rhode Island gubernatorial elections. Other variables measures satisfaction with economic development, and political advertising. Standard demographic variables were also included.</p>",
545,https://hdl.handle.net/1902.29/10698,,N/A,
2235,https://hdl.handle.net/1902.29/H-792115,,"<p>Telephone survey investigates respondents' attitudes toward the economy, confidence in various institutions and leaders, and rating of presidential candidates.</p><p>Additional questions focus on the Pope's visit to the United States and the Middle East peace negotiations. Also included are questions about Anwar Sadat, Israel, PLO (Palestinian Liberation Organization), Pope John-Paul II, Ronald Reagan, Henry Kissinger, John Connally</p>",
