publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
Harvard Dataverse,https://doi.org/10.7910/DVN/6VR1RV,1,0,2016-10-23 23:53:24+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/7QYFFB,2,0,2020-08-20 17:12:39+00:00,CC0,CC0 Waiver,,,,"Please cite: I.P.L. Png, ""U.S. R&D, 1975-1998: A New Dataset"", Strategic Management Journal, Vol. 40 No. 5, May 2019, 715-735.",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/7E3LON,1,0,2013-03-26 09:06:09+00:00,CC0,CC0 Waiver,,"PSI data are available upon request. Please complete the electronic <a href=""http://www.psi.org/research/ethics-data-use-and-authorship/data-use-and-authorship/"" target=""_blank"">Data Request & Authorship form</a>.  If you are a PSI employee, please <a href=""mailto:""research@psi.org"" target=""_blank"">Contact Us</a> to gain access to these materials.",,,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/7EWDRF,1,1,2019-06-26 19:37:21+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/663ZBN,1,0,2018-03-04 18:50:52+00:00,CC0,CC0 Waiver,,,,"We are pleased to have other researchers make use of this data for their own algorithm development and understanding of respiratory monitoring with RF devices. We ask that you cite the following article if you make use of this data in your research.
<br><br>
<blockquote>
P. Hillyard, A. Luong, A. S. Abrar, N. Patwari, K. Sundar, R. Farney, J. Burch, C. A. Porucznik, and S. H. Pollard. “Experience: Cross-Technology Radio Respiratory Monitoring Performance Study”. In Proceedings of the 24th Annual International Conference on Mobile Computing and Networking (MobiCom 2018), New Delhi, India, to appear, 29 Oct. 2018. </blockquote>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/5ZN5N6,1,0,2019-07-15 20:28:27+00:00,CC0,CC0 Waiver,,,,,,"All names of students have been redacted from these journals. Should you encounter a journal with a student's name that we missed during the redaction process, please contact the E4 dataverse manager: cathy@stemedinsights.com. ",
Harvard Dataverse,https://doi.org/10.7910/DVN/5YBWWI,1,0,2020-10-07 17:13:08+00:00,CC0,CC0 Waiver,,,,,,,No guarantee of accuracy is stated or implied in the dissemination of this dataset.   
Harvard Dataverse,https://doi.org/10.7910/DVN/6J5BXV,1,0,2018-03-31 06:52:44+00:00,CC0,CC0 Waiver,,,,"As the related paper was not publish yet, we are still arranging formal ways of citing this dataset. Until there, please, contact us.",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/6PYP1T,1,0,2018-03-04 18:53:58+00:00,CC0,CC0 Waiver,,,,"We are pleased to have other researchers make use of this data for their own algorithm development and understanding of respiratory monitoring with RF devices. We ask that you cite the following article if you make use of this data in your research.
<br><br>
<blockquote>
P. Hillyard, A. Luong, A. S. Abrar, N. Patwari, K. Sundar, R. Farney, J. Burch, C. A. Porucznik, and S. H. Pollard. “Experience: Cross-Technology Radio Respiratory Monitoring Performance Study”. In Proceedings of the 24th Annual International Conference on Mobile Computing and Networking (MobiCom 2018), New Delhi, India, to appear, 29 Oct. 2018. </blockquote>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/6DKZLR,1,0,2020-10-08 15:44:48+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/6IOACK,1,1,2019-06-26 19:17:14+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/7R2HNP,1,0,2019-05-24 17:13:47+00:00,CC0,CC0 Waiver,,,,,,,All downloads of data should take place on Harvard Dataverse. Data should not be posted on personal websites for access by others. The authors are fully responsible for ensuring that the data they upload is accurate and complete.
Harvard Dataverse,https://doi.org/10.7910/DVN/8X5KKB,1,0,2021-06-30 02:39:07+00:00,CC0,CC0 Waiver,None,None,,"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium provided the original work is properly cited. Good scientific practices expect that proper credit is given via citation. Please use the data citation generated by the HARVARD Dataverse.
",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/8Q42OQ,1,0,2020-05-02 20:06:02+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/8R3LTP,1,2,2019-06-26 19:20:29+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/8SLBZI,1,1,2020-08-17 12:02:15+00:00,CC0,CC0 Waiver,,,,<p>Publications based on this data collection should acknowledge this source by means of bibliographic citation.</p>,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/97TTEC,1,0,2019-08-07 18:09:18+00:00,CC0,CC0 Waiver,,,,,,,All downloads of data should take place on Harvard Dataverse. Data should not be posted on personal websites for access by others. The authors are fully responsible for ensuring that the data they upload is accurate and complete.
Harvard Dataverse,https://doi.org/10.7910/DVN/9AWUYJ,1,1,2019-06-26 18:38:53+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/7VCALK,2,0,2020-04-07 13:06:06+00:00,CC0,CC0 Waiver,https://creativecommons.org/licenses/by-nc-sa/4.0/ ,,,,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/8M15D6,1,0,2015-08-31 18:14:42+00:00,CC0,CC0 Waiver,,,,"International Food Policy Research Institute (IFPRI). 2015. Baseline evaluation of the impact of e-verification on counterfeit agricultural inputs and technology adoption in Uganda: Community listing exercise. Washington, DC: International Food Policy Research Institute (IFPRI) [datasets]. <a href=""http://dx.doi.org/10.7910/DVN/8M15D6""> http://dx.doi.org/10.7910/DVN/8M15D6</a>",,,"<p>IFPRI adheres to the principle of unrestricted public access to its own final research outputs and will make such outputs freely available. The Institute encourages the use of the ""Baseline evaluation of the impact of e-verification on counterfeit agricultural inputs and technology adoption in Uganda: Community listing exercise"" dataset; for detailed information on its use, please refer to <a href=""http://www.ifpri.org/ourwork/about/intellectual-property"">IFPRI’s Intellectual Property Policy</a>. The data files in this dataset are unit record or ‘raw’ data files. Information that would allow survey respondents to be identified has been deleted from the files, but all other information remains. IFPRI’s decision not to alter the contents of the data files  means that the user of these files will need to take care in handling missing observations, outliers, and violations of logical consistency. </p>

<p>The data are provided ‘as is’ and in no event shall IFPRI be liable for any damages resulting from use of the data. While great effort was taken to obtain high-quality data, the accuracy or reliability of the data is not guaranteed or warranted in any way.</P>"
Harvard Dataverse,https://doi.org/10.7910/DVN/8D3VVR,1,1,2019-12-12 16:35:23+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/8B9XUH,1,0,2018-03-04 18:19:11+00:00,CC0,CC0 Waiver,,,,"We are pleased to have other researchers make use of this data for their own algorithm development and understanding of respiratory monitoring with RF devices. We ask that you cite the following article if you make use of this data in your research.
<br><br>
<blockquote>
P. Hillyard, A. Luong, A. S. Abrar, N. Patwari, K. Sundar, R. Farney, J. Burch, C. A. Porucznik, and S. H. Pollard. “Experience: Cross-Technology Radio Respiratory Monitoring Performance Study”. In Proceedings of the 24th Annual International Conference on Mobile Computing and Networking (MobiCom 2018), New Delhi, India, to appear, 29 Oct. 2018. </blockquote>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/8FDC7P,1,0,2020-09-26 00:29:56+00:00,CC0,CC0 Waiver,Refer to URL https://data.gov.tw/license#eng,Refer to URL https://data.gov.tw/license#eng,Refer to URL https://data.gov.tw/license#eng,Refer to URL https://data.gov.tw/license#eng,Refer to URL https://data.gov.tw/license#eng,Refer to URL https://data.gov.tw/license#eng,Refer to URL https://data.gov.tw/license#eng
