datasetPID,dataverseName,dataverseUrl,datasetPIDUrl,numberOfVersions,numberOfMajorVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,termsExist,license,termsOfUseExists,termsOfAccessExists,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,fileTagsExist,uniqueContentTypes,ingestableTabularFileCount,ingestedTabFilesCount,uningestedTabFilesCount,restrictedFilesCount
doi:10.7910/DVN/4KCBHF,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/4KCBHF,3.0,2.0,2014-01-23 00:00:00+00:00,2016-06-29 20:23:52+00:00,2587.0,1698.0,2289.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",4.0,0.0,True,"application/octet-stream,application/pdf,text/plain; charset=US-ASCII",0.0,0.0,0.0,0.0
doi:10.7910/DVN/4W1FP8,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/4W1FP8,1.0,1.0,2020-08-14 13:50:03+00:00,2020-08-14 13:50:03+00:00,191.0,191.0,2937.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",7.0,7.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,0.0
doi:10.7910/DVN/4XF0FB,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/4XF0FB,2.0,1.0,2015-11-03 18:50:54+00:00,2015-11-16 19:46:42+00:00,1937.0,1924.0,1213.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/5094DW,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5094DW,1.0,1.0,2020-03-12 12:30:05+00:00,2020-03-12 12:30:05+00:00,346.0,346.0,590.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/5BAN6C,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5BAN6C,1.0,1.0,2020-03-24 20:20:37+00:00,2020-03-24 20:20:37+00:00,334.0,334.0,812.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/5BCID5,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5BCID5,1.0,1.0,2020-06-17 19:19:39+00:00,2020-06-17 19:19:39+00:00,249.0,249.0,3042.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/5CXCLX,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5CXCLX,2.0,1.0,2016-03-07 21:33:18+00:00,2016-07-29 17:29:11+00:00,1812.0,1668.0,1305.0,True,CC0,True,False,2.0,1.0,"citation,geospatial,socialscience",9.0,0.0,True,"application/pdf,text/tab-separated-values",7.0,7.0,0.0,0.0
doi:10.7910/DVN/5J213L,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/5J213L,9.0,1.0,2017-09-26 22:02:05+00:00,2019-04-10 15:53:05+00:00,1244.0,683.0,1712.0,True,CC0,True,False,0.0,0.0,"citation,geospatial",2.0,2.0,False,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,2.0
doi:10.7910/DVN/5L2GLP,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/5L2GLP,2.0,1.0,2015-11-03 18:54:04+00:00,2015-11-16 18:49:31+00:00,1937.0,1924.0,1207.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/5L6173,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5L6173,1.0,1.0,2020-05-06 20:15:42+00:00,2020-05-06 20:15:42+00:00,291.0,291.0,3234.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/5L6XOE,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5L6XOE,4.0,3.0,2012-10-24 00:00:00+00:00,2015-11-18 20:41:27+00:00,3043.0,1922.0,771.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",2.0,0.0,True,"application/octet-stream,application/pdf",0.0,0.0,0.0,0.0
doi:10.7910/DVN/5L8JMB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5L8JMB,2.0,1.0,2019-05-30 13:33:36+00:00,2019-05-30 14:23:13+00:00,633.0,633.0,409.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/5LHT8V,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/5LHT8V,2.0,1.0,2015-11-03 18:49:53+00:00,2015-11-16 20:26:40+00:00,1937.0,1924.0,1209.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/5SHLUD,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/5SHLUD,2.0,1.0,2018-02-20 15:50:06+00:00,2019-04-10 15:50:14+00:00,1097.0,683.0,133.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/5TBEVN,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/5TBEVN,5.0,1.0,2017-08-30 19:49:17+00:00,2019-04-10 15:52:32+00:00,1271.0,683.0,601.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",11.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,11.0
doi:10.7910/DVN/5WUZXM,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/5WUZXM,3.0,2.0,2020-05-06 20:34:42+00:00,2021-01-05 15:17:09+00:00,291.0,47.0,3493.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/6PTUPH,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/6PTUPH,1.0,1.0,2021-01-27 20:49:02+00:00,2021-01-27 20:49:02+00:00,25.0,25.0,2381.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,2.0,True,text/tab-separated-values,2.0,2.0,0.0,2.0
doi:10.7910/DVN/6YPPQO,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/6YPPQO,2.0,1.0,2017-11-21 18:50:16+00:00,2019-04-10 15:55:27+00:00,1188.0,683.0,2793.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",2.0,2.0,True,application/vnd.ms-excel,0.0,0.0,0.0,2.0
doi:10.7910/DVN/6YQ6UJ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/6YQ6UJ,6.0,4.0,2012-01-24 00:00:00+00:00,2016-07-29 17:40:25+00:00,3317.0,1668.0,912.0,True,NONE,True,False,2.0,0.0,"citation,geospatial",167.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",155.0,155.0,0.0,0.0
doi:10.7910/DVN/6ZQGPJ,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/6ZQGPJ,4.0,1.0,2017-08-30 17:49:02+00:00,2019-04-10 15:47:26+00:00,1271.0,683.0,1811.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",2.0,2.0,True,text/tab-separated-values,2.0,2.0,0.0,2.0
doi:10.7910/DVN/74QMCD,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,,,,,,,,,,,,,,,,,,,,,,,
doi:10.7910/DVN/7HKIRL,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/7HKIRL,1.0,1.0,2020-11-04 18:07:31+00:00,2020-11-04 18:07:31+00:00,109.0,109.0,1254.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",22.0,12.0,True,"application/dbf,application/octet-stream,application/pdf,application/prj,application/sbn,application/sbx,application/shp,application/shx,application/x-stata-syntax,text/tab-separated-values",7.0,7.0,0.0,0.0
doi:10.7910/DVN/7VFDYX,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/7VFDYX,4.0,1.0,2018-01-23 19:36:52+00:00,2019-04-26 19:48:18+00:00,1125.0,667.0,200.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/8186GA,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/8186GA,2.0,1.0,2016-08-16 15:01:50+00:00,2016-11-17 19:49:48+00:00,1650.0,1557.0,1468.0,True,NONE,True,False,4.0,0.0,"citation,geospatial,socialscience",2.0,0.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/81RZBS,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/81RZBS,1.0,1.0,2021-02-11 18:18:15+00:00,2021-02-11 18:18:15+00:00,10.0,10.0,995.0,True,NONE,True,False,1.0,0.0,citation,6.0,1.0,True,"application/pdf,text/tab-separated-values",5.0,5.0,0.0,0.0
doi:10.7910/DVN/83BA1O,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/83BA1O,2.0,1.0,2017-08-30 19:00:16+00:00,2019-04-10 15:51:39+00:00,1271.0,683.0,636.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",2.0,2.0,True,application/vnd.ms-excel,0.0,0.0,0.0,2.0
doi:10.7910/DVN/884L6R,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/884L6R,8.0,7.0,2012-04-09 00:00:00+00:00,2018-12-04 13:22:54+00:00,3241.0,810.0,776.0,True,NONE,True,False,2.0,1.0,"citation,geospatial",9.0,5.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",4.0,4.0,0.0,0.0
doi:10.7910/DVN/8GPPTG,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/8GPPTG,1.0,1.0,2018-01-16 22:47:04+00:00,2018-01-16 22:47:04+00:00,1132.0,1132.0,1121.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/8GYEHI,International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT) Dataverse,https://dataverse.harvard.edu/dataverse/impact,https://doi.org/10.7910/DVN/8GYEHI,4.0,3.0,2017-03-23 10:34:42+00:00,2017-05-02 19:46:27+00:00,1431.0,1391.0,1510.0,True,NONE,True,False,1.0,1.0,"citation,socialscience",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/8HBVFZ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/8HBVFZ,4.0,3.0,2008-12-18 00:00:00+00:00,2015-12-09 22:16:51+00:00,4449.0,1901.0,2007.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",89.0,0.0,True,"application/pdf,application/x-zip-compressed,text/tab-separated-values",78.0,78.0,0.0,0.0
doi:10.7910/DVN/8JCBYZ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/8JCBYZ,1.0,1.0,2019-05-31 19:56:05+00:00,2019-05-31 19:56:05+00:00,632.0,632.0,1057.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/8M15D6,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/8M15D6,1.0,1.0,2015-09-09 20:15:07+00:00,2015-09-09 20:15:07+00:00,1992.0,1992.0,2903.0,True,CC0,True,False,0.0,0.0,"citation,geospatial",8.0,8.0,True,"application/pdf,text/tab-separated-values",4.0,4.0,0.0,0.0
doi:10.7910/DVN/8QFXOE,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/8QFXOE,4.0,1.0,2008-12-18 00:00:00+00:00,2020-02-25 17:24:39+00:00,4449.0,362.0,1356.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/8UFV7X,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/8UFV7X,5.0,1.0,2017-08-30 16:10:41+00:00,2019-04-10 15:55:39+00:00,1271.0,683.0,1233.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/90WJ9W,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/90WJ9W,6.0,5.0,2013-02-15 00:00:00+00:00,2017-07-11 13:46:52+00:00,2929.0,1321.0,1613.0,True,NONE,True,False,0.0,0.0,citation,3.0,1.0,True,"application/octet-stream,application/pdf,text/plain; charset=US-ASCII",0.0,0.0,0.0,0.0
doi:10.7910/DVN/94ZDKL,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/94ZDKL,5.0,2.0,2008-12-18 00:00:00+00:00,2021-01-12 19:26:04+00:00,4449.0,40.0,723.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/9BRU7N,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9BRU7N,5.0,1.0,2018-01-18 17:17:39+00:00,2018-06-07 18:53:40+00:00,1130.0,990.0,650.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",10.0,10.0,True,"application/pdf,text/plain,text/tab-separated-values",6.0,6.0,0.0,0.0
doi:10.7910/DVN/9EJAH5,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9EJAH5,1.0,1.0,2020-06-17 16:23:44+00:00,2020-06-17 16:23:44+00:00,249.0,249.0,3155.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/9HWY8E,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/9HWY8E,4.0,1.0,2018-01-23 19:58:47+00:00,2019-04-26 20:15:25+00:00,1125.0,667.0,136.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/9IOAKR,Global Food Policy Report,https://dataverse.harvard.edu/dataverse/GFPR,https://doi.org/10.7910/DVN/9IOAKR,1.0,1.0,2019-03-27 09:44:23+00:00,2019-03-27 09:44:23+00:00,697.0,697.0,1927.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/9N5QEK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9N5QEK,6.0,4.0,2012-05-16 00:00:00+00:00,2015-11-19 16:56:53+00:00,3204.0,1921.0,1588.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",2.0,0.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",1.0,0.0,1.0,0.0
doi:10.7910/DVN/9OXBIB,Global Food Policy Report,https://dataverse.harvard.edu/dataverse/GFPR,https://doi.org/10.7910/DVN/9OXBIB,1.0,1.0,2019-03-27 09:42:24+00:00,2019-03-27 09:42:24+00:00,697.0,697.0,2706.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/9PQCET,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9PQCET,2.0,1.0,2019-03-05 20:50:23+00:00,2019-11-04 15:01:19+00:00,719.0,475.0,1754.0,True,NONE,True,False,2.0,0.0,"citation,geospatial,socialscience",4.0,2.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,4.0
doi:10.7910/DVN/9PVNZH,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9PVNZH,2.0,1.0,2012-05-24 00:00:00+00:00,2015-12-08 22:09:18+00:00,3196.0,1902.0,1254.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",375.0,0.0,True,"application/msword,application/octet-stream,application/pdf,application/x-spss-sav,application/x-stata,text/tab-separated-values",201.0,199.0,2.0,0.0
doi:10.7910/DVN/9REDJE,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9REDJE,2.0,1.0,2020-10-15 20:13:07+00:00,2020-10-29 20:00:45+00:00,129.0,115.0,1418.0,True,NONE,True,False,3.0,0.0,"citation,geospatial,socialscience",15.0,15.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",13.0,13.0,0.0,0.0
doi:10.7910/DVN/9RMBRA,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9RMBRA,4.0,1.0,2008-12-18 00:00:00+00:00,2020-02-25 18:59:52+00:00,4449.0,362.0,1531.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/9WSFAR,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9WSFAR,1.0,1.0,2019-08-08 23:27:48+00:00,2019-08-08 23:27:48+00:00,563.0,563.0,1008.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/9Y6KZB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/9Y6KZB,1.0,1.0,2019-08-08 17:15:34+00:00,2019-08-08 17:15:34+00:00,563.0,563.0,1441.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/A0EAD7,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/A0EAD7,2.0,1.0,2015-11-03 18:51:09+00:00,2015-11-16 19:44:57+00:00,1937.0,1924.0,1211.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/A1S0RP,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/A1S0RP,4.0,1.0,2018-01-23 19:25:00+00:00,2019-04-26 19:58:32+00:00,1125.0,667.0,219.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/A2DFLB,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/A2DFLB,4.0,1.0,2017-08-30 16:12:51+00:00,2019-04-10 15:58:21+00:00,1271.0,683.0,838.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",4.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,4.0
doi:10.7910/DVN/A50I2T,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/A50I2T,5.0,2.0,2019-02-12 00:01:06+00:00,2020-01-22 14:47:25+00:00,741.0,396.0,687.0,True,NONE,True,False,1.0,1.0,citation,10.0,4.0,False,"application/zip,text/plain,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/AAWFK7,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AAWFK7,1.0,1.0,2015-09-09 20:19:28+00:00,2015-09-09 20:19:28+00:00,1992.0,1992.0,2892.0,False,None,False,False,0.0,0.0,"citation,geospatial",8.0,8.0,True,application/pdf,0.0,0.0,0.0,0.0
doi:10.7910/DVN/ABOUY6,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/ABOUY6,1.0,1.0,2016-08-29 18:22:06+00:00,2016-08-29 18:22:06+00:00,1637.0,1637.0,1148.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",294.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",276.0,276.0,0.0,0.0
doi:10.7910/DVN/AC8HWF,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/AC8HWF,2.0,1.0,2015-11-03 18:47:25+00:00,2015-11-16 20:49:18+00:00,1937.0,1924.0,1207.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/ACXBG9,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/ACXBG9,1.0,1.0,2018-01-16 22:44:25+00:00,2018-01-16 22:44:25+00:00,1132.0,1132.0,1131.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/ADUNNS,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,,,,,,,,,,,,,,,,,,,,,,,
doi:10.7910/DVN/AGVGG3,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/AGVGG3,2.0,1.0,2017-09-01 14:17:49+00:00,2019-04-10 15:52:40+00:00,1269.0,683.0,114.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,3.0,False,text/tab-separated-values,3.0,3.0,0.0,3.0
doi:10.7910/DVN/AJZ7RP,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AJZ7RP,5.0,2.0,2018-01-18 16:45:59+00:00,2018-06-07 18:48:46+00:00,1130.0,990.0,320.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",7.0,7.0,True,"application/pdf,text/plain,text/tab-separated-values",3.0,3.0,0.0,0.0
doi:10.7910/DVN/AKSGF1,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AKSGF1,6.0,5.0,2012-02-08 00:00:00+00:00,2015-11-19 20:28:17+00:00,3302.0,1921.0,808.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/AKZUMC,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AKZUMC,1.0,1.0,2019-05-30 13:02:25+00:00,2019-05-30 13:02:25+00:00,633.0,633.0,404.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/AMDCSW,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AMDCSW,4.0,3.0,2011-12-08 00:00:00+00:00,2015-11-24 21:45:49+00:00,3364.0,1916.0,869.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",50.0,0.0,True,"application/octet-stream,application/zip,text/tab-separated-values",41.0,41.0,0.0,0.0
doi:10.7910/DVN/AN726A,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AN726A,1.0,1.0,2020-06-17 19:28:01+00:00,2020-06-17 19:28:01+00:00,249.0,249.0,2812.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/AORZAU,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/AORZAU,4.0,2.0,2017-06-26 17:55:05+00:00,2020-03-18 18:38:42+00:00,1336.0,340.0,3099.0,True,NONE,True,False,12.0,12.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/AR4HZI,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/AR4HZI,7.0,1.0,2018-08-31 19:08:19+00:00,2020-08-11 20:09:22+00:00,905.0,194.0,1194.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",5.0,0.0,True,"application/pdf,application/zip",0.0,0.0,0.0,5.0
doi:10.7910/DVN/ARAGPO,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/ARAGPO,3.0,2.0,2016-08-16 15:04:05+00:00,2019-01-18 18:44:14+00:00,1650.0,765.0,995.0,True,NONE,True,False,4.0,0.0,"citation,geospatial,socialscience",27.0,0.0,True,"application/pdf,text/tab-separated-values",24.0,24.0,0.0,0.0
doi:10.7910/DVN/ASUEVF,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/ASUEVF,2.0,1.0,2017-08-30 17:31:12+00:00,2019-04-10 15:54:23+00:00,1271.0,683.0,1842.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,text/tab-separated-values,1.0,1.0,0.0,1.0
